Malleolus Medialis, -14.0803, -17.4862, -172.704
Fibular Notch, -15.4266, 0.88499, -164.81
Epicondylus Medialis, -33.8566, 7.19911, 168.813
Epicondylus Lateralis, 33.8043, 8.78331, 165.143
Tuberositas Tibiae, 11.9232, -22.173, 140.623
Most Proximal Point, -5.00167, 8.28611, 182.786
Condylus Medialis, -17.467, 23.8121, 167.494
Condylus Lateralis, 18.8865, 25.5358, 164.515
