Malleolus Medialis, 5.70731, -22.0146, -144.377
Fibular Notch, -22.3889, -6.71643, -132.412
Epicondylus Medialis, 33.8059, 5.10923, 141.401
Epicondylus Lateralis, -38.5344, 22.8682, 145.759
Tuberositas Tibiae, -16.8421, -24.0916, 117.285
Most Proximal Point, 0.19829, 17.4161, 158.201
Condylus Medialis, 10.2187, 33.2686, 135.17
Condylus Lateralis, -26.1637, 34.1923, 142.151
